title,authors,abstract,publish_text,year,publish,ref_wr,key_words,resource
散射参数求复电磁参数群延迟方法,施建荣,"在微波频率范围内测量材料的复电磁性能因其应用广泛从而得到越来越多的重视,尤其是在我们很多熟知的研究领域,如材料科学,微波电路设计,吸收器开发,生物研究等。电磁测量的重要性体现在它可以提供材料电和磁的特性,被证明是可用于众多研究和发展领域。许多方法已被开发来测量这些复杂的属性,如在时域或频域的方法;单端口或双端口的测量方法,但每个方法都受限于特定频率的性质和应用程序制约因素。随着新技术的不断出现和发展,现在可以将使用矢量网络分析仪测量的反射和透射系数,通过适当的软件程序进行计算,将数据转换为复介电常数和相对复磁导率。本论文目的是描述从使用网络分析仪测量出的S参数进行计算从而得出材料的电磁特性的一般程序。但由于散射参数求复电磁参数存在多值性的问题,故国内外专家提出了多种解决多值性以及半波长倍数据发散的问题,比如：冗余比较法,虚部补偿法等。解决半波长数据结果发散的问题通过短试样等方法来解决。或者对求解方程式进行改写,使得求解过程不会包含分母趋近于0的计算式,从理论上消除了半波谐振问题o Python本身被设计为可扩充的。并非所有的特性和功能都集成到语言核心。Python提供了丰富的API和工具,以便程序员能够轻松地使用C语言、C++、Cython来编写扩充模块。Python编译器本身也可以被集成到其它需要脚本语言的程序内。因此,很多人还把Python作为一种“胶水语言”(glue language)使用。使用Python将其他语言编写的程序进行集成和封装。python程序是一个完全开源的程序软件,除了其自带的math包和cmath包；同时广大的开发人员编写了相应的科学计算程序,如本论文使用的NumPy以及Matplot绘图程序软件。本论文设计实现了使用从网络矢量分析仪测得的数据,编写相应的python程序,通过文件读取模块对网络矢量分析仪测得的数据进行预读取和初步的数据处理,然后传递给数据运算模块利用群延迟的方法来计算复介电常数和相对复磁导率的方法,通过计算群延迟和测量群延迟的数值比较得到确定的n值,从而解决n值的多值性问题,并且同时解决了半波长倍数的数据发散问题。然后利用绘图模块队数据结果进行绘图,使得数据有一个比较直观的比较和认识.最后还进行了数据的误差分析,通过误差分析,同时进行了数据在可能误差情况下的计算,本论文的方法对误差的容忍度较高。",,2013.0,,1,"网络矢量分析仪(Vector,Network,Analyzer,群延迟(Group,Delay,python",散射参数求复电磁参数群延迟方法.caj
Python在遥感专业GIS开发实践教学中的应用与探讨,张震,"针对遥感专业地理信息系统(GIS)开发实践教学过程中存在学生编程基础薄弱和自信心差等问题,选择简单易学的Python作为开发语言,将Python与GIS地理设计进行结合。利用故事教学法,引导学生从完成Python地理数据批处理到复杂的地理设计任务,逐渐提高学生编程信心,培养学生编程意识。实践证明,Python深受学生欢迎,取得了良好的教学效果。最后,针对专业培养方案增加Python课程、延长实践时间、集成遥感与GIS等方面给出进一步改革建议。",,,,0,"实践教学,遥感,GIS开发,PYTHON,故事教学法",Python在遥感专业GIS开发实践教学中的应用与探讨.pdf
基于Python的常用数值排序算法比较分析,杜虎彬，生龙,"排序是计算机学科领域研究的重要课题之一,良好性能的算法,性能良好的排序算法可以对大规模无序数据进行高效的排序,便于数据的进一步分析处理.由此基于Python的数值排序算法比较分析,通过对冒泡排序,选择排序,插入排序,快速排序,希尔排序进行多组实验数据的从而得到各排序算法在特定数据环境下的性能优劣分析,从而得到各排序算法在特定数据环境下的性能优劣.",,,,0,,基于Python的常用数值排序算法比较分析.pdf
基于Python的决策树算法在学生招生录取数据中的应用研究,黄雪华,"分类算法是数据挖掘技术中非常重要的一个研究领域,预测离散数据的分类标号。主要应用于客户分类、垃圾邮件处理、信用卡分级等。该文主要研究分类中的决策树算法,并应用于我校学生招生录取数据,采用Python语言建立分类模型,并验证了该模型的准确率。",,,,0,,基于Python的决策树算法在学生招生录取数据中的应用研究.pdf
基于Python语言的MySQL数据库应用层水平分区技术的研究,应乐,"在现代的信息处理中,随着越来越庞大的数据量,单一的数据库存储很难再满足需求,对数据库水平分区的需求越来越多。但是现阶段MySQL数据库对分区有很多限制,比如分区后将不支持外键引用、非整数的算术操作、位运算操作,分区中表的主键类型也必须是整数,对和分区数量也有限制,分区主键也不能为子查询等。 由于很多产品用的是MySQL数据库,为了确保对原有产品的改动尽可能少的情况下进行数据库水平分区,并且解决MySQL数据库的分区限制,从而确保原有投资得到最大保留。 为此,需要有一个MySQL数据库和应用程序之间的中间层,既能解决MySQL数据库的上述限制,又能保留原始的SQL语句语法和应用程序接口,从而完善MySQL数据库对水平分区的限制,也就能使得原有的产品不作任何改动即可适应分区后的MySQL数据库,从而使得原有投资得到最大保留。 由于Python脚本语言比较简便,比较适合于描述业务逻辑,速度在脚本语言中也属于前列,很多产品使用了Python语言进行了开发。 所以本文基于Python语言,从SQL语句分析入手,把SQL语句中的多表查询拆分成多条单表查询,并对从多个数据库中的多个单表查询结果根据联合条件进行汇总,返回和原始SQL执行结果一致的数据。从而解决了MySQL数据库的上述限制。再用真实负载的测试表明：在单表查询结果集不很大的情况下,能获得接近线性的扩展比。",,2010.0,,1,"MySQL,水平分区,SQL分析",基于Python语言的MySQL数据库应用层水平分区技术的研究.caj
应用Python实现外业轨迹文本的矢量化,吴君峰，唐芳，曲瑞超...,"在测绘外业调查中,随身携带的移动端设备会产生大量的记录轨迹点位坐标的文本文件。针对外业轨迹文本矢量化的成果要求,本文利用Python开发语言和Arc GIS矢量数据处理工具,编写了外业轨迹文本批量转换矢量线的软件。研究结果表明,该软件自动化程度高,实现了对XML、KML、CSV、TXT等多种文本的转换,能够解决外业轨迹文本个数多、数据量大的问题,提高了工作效率和成果质量。",,,,0,,应用Python实现外业轨迹文本的矢量化.pdf
基于朴素贝叶斯的中文文本分类及Python实现,张航,"当前,随着计算机不断普及以及互联网的快速发展,在这个新科技知识不断涌现和拥有空前规模信息量的“信息爆炸时代”；信息来源渠道极广,传播速度极快,浩如烟海的信息鱼龙混杂,在短时间内能从中获取有用的信息成为人们迫切的需求。为了满足人们的需要,应运而生了文本数据挖掘中的中文文本分类方法,它是将统计方法与机器学习方法结合应用于文本分类中。中文文本分类是根据文本内容的主题词等属性特征将其划分到用户根据需求定义的相应类别中,一般是通过输入文本的特征向量,得到输出结果文本分类类别。本文首先介绍文本分类的研究背景、国内外研究现状以及这种方法实际应用的价值,然后介绍了中文文本分类的理论分析流程以及朴素贝叶斯分类器和逻辑回归分类器的理论思想。实验阶段选取“搜狗语料库”下5个类别的新闻数据按照理论流程用Python的集成环境anaconda进行编程操作。先对数据集进行分词和删除停用词处理,然后将TF-IDF与N-Gram结合进行特征降维处理,先后构造朴素贝斯分类器和逻辑回归分类器进行中文文本分类,为使得分类器性能指标中的精确率、召回率等能够更加精确一点,使用了交叉验证方法,最后还对分类器的最优参数进行了寻找。经过对比发现朴素贝叶斯分类器的分类效果更好一些。",,,,0,中文文本分类；TF-IDF；朴素贝叶斯分类器；Python,基于朴素贝叶斯的中文文本分类及Python实现.caj
Java与Python整合方案的研究与实现,赵志升，张晓，马腾,"Java领域最大的变化就是基于JVM语言的流行,脚本引擎能为应用程序提供极大的可扩展性,Java已经进入了混合编程时代。Python具有较强的字符处理功能,高效率的数据结构,动态的可嵌入到各种开发领域,这种灵活性可弥补J2EE应用开发中的一些问题。本文介绍了Java中如何使用脚本语言Python,并对Python语言和Java语言如何进行整合,给出了三种不同的方案。",,2015.0,,0,"PYTHON,JAVA,整合",Java与Python整合方案的研究与实现.pdf
基于Python的图表自动生成系统,高蓓,"本系统是基于Python的图表自动生成系统,在大数据比较热门的现在,大量的纯数字本身不具有可读性和影响力,因此需要对数据在一定条件下进行加工处理使其可视化。近些年来,各个国家的专家学者对于数字可视化中统计图表的研究也进一步加深,并且产生了大批的平面制图软件,本文根据对其他制图软件的深入研究和学习,介绍了一个自动生成图表系统。基于Python的图表自动生成系统包括图表类型选择、绘图、题目设置、坐标轴设置等传统意义上的制图功能,除此之外还增加了代码的导入和导出功能使系统更加灵活多样化。本系统基于Python语言和PyQt平台开发,使用csv文件导入和MySQL数据库连接,其创新之处是生成模板的功能,即模板能够以一个figure窗口同时展示已经制作好的多个图像。本系统分为两个系统界面,主界面是模板生成界面,子界面是绘图界面,两个界面实时交互,子界面绘制的图像或者做出的修改会即刻显示在主界面中,两个界面互相协作共同完成系统的运行。由于时间和能力的原因,本系统还具有很多的不足,同时也具有良好的发展空间巨大的潜力,在制图方面具有一定的经济效用和一定的商业价值,值得继续探索和发展。",,,,0,Python；图表生成；PyQt；模板,基于Python的图表自动生成系统.caj
基于Python的图表自动生成系统,高蓓,"本系统是基于Python的图表自动生成系统,在大数据比较热门的现在,大量的纯数字本身不具有可读性和影响力,因此需要对数据在一定条件下进行加工处理使其可视化。近些年来,各个国家的专家学者对于数字可视化中统计图表的研究也进一步加深,并且产生了大批的平面制图软件,本文根据对其他制图软件的深入研究和学习,介绍了一个自动生成图表系统。基于Python的图表自动生成系统包括图表类型选择、绘图、题目设置、坐标轴设置等传统意义上的制图功能,除此之外还增加了代码的导入和导出功能使系统更加灵活多样化。本系统基于Python语言和PyQt平台开发,使用csv文件导入和MySQL数据库连接,其创新之处是生成模板的功能,即模板能够以一个figure窗口同时展示已经制作好的多个图像。本系统分为两个系统界面,主界面是模板生成界面,子界面是绘图界面,两个界面实时交互,子界面绘制的图像或者做出的修改会即刻显示在主界面中,两个界面互相协作共同完成系统的运行。由于时间和能力的原因,本系统还具有很多的不足,同时也具有良好的发展空间巨大的潜力,在制图方面具有一定的经济效用和一定的商业价值,值得继续探索和发展。",,,,0,Python；图表生成；PyQt；模板,基于Python的图表自动生成系统.caj
基于Python机器学习的可视化麻纱质量预测系统,张凯姣,"纺织加工过程中,原料的纤维指标与成纱质量指标之间存在一定的联系,我们可以借助神经网络算法来进行成纱质量预测。但是目前,我国的麻纱纺织行业企业,智能化程度仍然不够,例如,对数据的处理仍采用人工处理,虽然已有很多的研究表明神经网络在预测成纱质量方面有很高的精确度,但是普通纺织企业并不能将其运用到实际的生产过程中去。事实上,目前并没有以普通纺织行业的普通工人为受众的成纱质量预测系统的开发,导致这些预测模型没能实现用户化。(1)本文在前人对成纱质量预测算法的研究基础上,通过对苎麻纤维指标:束纤维平均断裂强(CN/Tex),精干麻平均支数(Nm),精干麻硬条率,精梳条麻粒,精梳条并丝,精梳条重量不匀,精梳条重量偏差,精梳条回潮率进行训练,对成纱不匀,成纱条干,成纱麻粒三个性能指标进行预测。首先采用MEA-BP预测模型进行建模分析,在此基础上,采用LM算法优化改进MEA算法,从而提高了模型的预测精度,加快了收敛速度。提出了基于MEA-LM-BP的神经网络算法对成纱质量进行预测。首次引入小波神经网络算法对成纱质量进行预测。通过建模分析得出小波神经网络在预测成纱质量方面有较高的预测精度。(2)本文借助Python平台设计并实现了基于模块化设计的成纱质量预测系统,设计了预测模块,数据处理模块以及可视化模块,并且提供了便捷的GUI界面,用户在使用时只需要以点击按钮的方式就可以实现使用模型完成成纱质量预测的操作。(3)运用web技术单独设计了一个简单的在线麻纱数据管理页面,方便数据的在线管理,方便相关人员可以随时随地进行数据的增、删,改等操作,最重要的意义在于此web页面可以直接与麻纱预测系统进行对接,甚至可以实现对实时数据的操作,这样的设计更符合大数据时代的潮流。",,,,0,Python；机器学习；GUI；MEA-LM-BP神经网络；小波神经网络,基于Python机器学习的可视化麻纱质量预测系统.caj
基于Python语言的网络日志处理系统设计,杨丕仁,"摘 要： 随着互联网的发展,网络已经成为人们生活不可缺少的一部分。现在接入互联网的形式已经发生了变化,由传统的PC机接入发展到今天的各种移动终端(手机、平板电脑、物联网设备)接入,从而对网络安全提出了更高要求。在网络安全管理中,对用户行为管理是最基本的,只有管理好用户的上网行为才能做对网络可查可管。该系统将以Python程序架构为基础,设计一套适合处理校园网络用户上网行为的程序。",,2016.0,,0,"网络安全,用户上网行为,数据分析",基于Python语言的网络日志处理系统设计.pdf
基于Python的半导体测试软件系统的设计与实现,刘丽媛,"半导体测试软件要实现较多的功能,并在现有的功能中很好地实现对所需数据简便、快速、全面的处理,满足半导体测试的自动化和快速化。本文基于半导体实际的测试功能点和测试需求,根据半导体测试和自动化测试的特点,在Python语言的基础上,设计半导体测试系统。该系统包含多个测试功能的模块,应用多种自动化测试技术实现自动化测试,完成半导体的特征分析测试。论文工作主要包括： 结合ACS (Automated Characterization Suite,自动化特征分析套件)的系统结构和基于配置文件的设计方法,设计半导体测试数据配置和操作设置的可视化界面模块；设计对测试脚本数据和操作分开解析的解析执行模块；设计对半导体特征分析数据进行分析画图的分析模块；设计方便测试人员随时查看测试报告的报告生成模块。 根据半导体测试需求变更多和设计开发周期短的情况,针对各模块中的测试脚本,结合测试脚本的逻辑及功能特点,采用面向对象的软件测试技术和Python面向对象编程技术,选用测试数据和操作分离的方式,编码实现各模块的自动化测试并将测试用例逐步集成到半导体测试系统。 系统编码实现后,构造测试系统的Windows运行环境,在实际的半导体测试项目中进行部署,对半导体进行特征分析；对比半导体手工测试和半导体自动化测试的效率差异,验证半导体测试系统的可行性。 经测试,半导体测试系统能够实现Windows操作系统中的半导体特征分析,满足半导体产业对灵活性和扩展性的不同需求,填补交互式实验室研究设备与高成本和高产能的生产测试设备之间的空白,具有现实意义。",,2013.0,,3,"半导体,Python,配置文件,半导体特征分析",基于Python的半导体测试软件系统的设计与实现.caj
Python与R语言联合应用的实现,平凯珂，陈平雁,@@,,,,0,"语言,联合应用,数据处理,统计软件,面向对象",Python与R语言联合应用的实现.pdf
基于PYTHON的大型医疗设备成本效益分析软件的开发,苏鹏,"大型医疗设备是当代医院整体实力的反映和重要标志。随着医院对管理要求、医疗质量、科研能力等各方面需求的提升，大型医疗设备被不断引进并投入医院日常运营体系之中，其极大地促进医院管理、医疗、科研等水平的提升。其次，大型医疗设备在日常医院诊疗业务中的深入使用及其所带来的收益，是医院主要经济收入来源之一。随着近十几年计算机技术迅速地发展，医院管理的信息化程度也越来越高，医院的信息系统（Hospital Information System, HIS）、医疗图像管理与通信系统（PictureArchiving and Communications System, PACS）逐步普及应用。正因如此，在医院现有医院信息系统数据基础之上，如何准确掌握医院现有大型医疗设备的使用状况，通过科学的方法去分析、开发、挖掘现有设备的实际使用情况及应用趋势和潜力显得尤为重要。

	本文旨在通过针对医院各信息系统中的日常业务数据，包括病患使用大型医疗设备的收益情况数据、设备使用量数据，设备运维数据等直接数据，结合医院人力资本、能源消耗等辅助数据，对大型医疗设备的利用状况进行量化评价和分析，从而促使大型医疗设备在配置、引进和使用等各方面走上良性循环，避免只讲预期创收、不计实际成本地粗犷型管理，使大型医疗设备在医院中能最大地发挥其经济效益和社会效益。

	本文首先从目前国内外的应用现状出发，建立了大型医疗设备成本效益分析模型，调研和分析了大型医疗设备成本分析软件的功能需求和非功能需求，采用用例方法对功能需求进行分析建模，并针对每个用例进行详细规约定义。

	然后，本文提出大型医疗设备成本分析软件的设计方案和实现技术，分别从逻辑视图、部署视图和数据视图等多个角度进行设计建模。系统采用浏览器/服务器模式（Brower/Server）（简称B/S结构）、MTV（Model-Template-View）模式和多层架构，从上到下依次由四个层次组成，分别是响应处理层、应用处理层、数据映射及模板调用层和数据服务及文件服务层。

	最后，本文使用Django1.3、Python2.5、Apache2.2等开发工具，实现了大型医疗设备成本分析软件，并进行了全面地单元测试、功能测试和性能测试。系统平均最大响应时间小于2s，当历史数据超过10万条的压力测试下，响应时间少于8s。系统测试发现缺陷率为1.8/kloc，达到了既定目标，缺陷全部得以修正。目前系统已在复旦大学附属肿瘤医院投入试用。",,,,1,设备成本效益分析；HIS数据整合；Python技术,基于PYTHON的大型医疗设备成本效益分析软件的开发.caj
Python语言在燃油箱晃动噪声模拟中的应用,陈学宏,"燃油箱晃动噪声模拟,需要在流固耦合模拟和声固耦合模拟之间传递数据,然而目前Abaqus软件并不具有上述数据传递功能。文章采用python语言,编写相应Abaqus软件前处理脚本文件,实现上述数据传递功能,实现燃油箱晃动噪声模拟。同时,文章还编写相应Abaqus软件后处理脚本文件,使Abaqus软件能够直接输出声压级,从而使晃动噪声模拟更具工程实用性。",,2012.0,,1,"晃动噪声,python,燃油箱,流固耦合,声固耦合",Python语言在燃油箱晃动噪声模拟中的应用.pdf
Python在中小学教学中的应用,赵福生，刘力,"在中小学信息技术课程标准中,都有""算法和编程""的模块,它既是信息技术的核心,也是难点,信息技术教师应该把这部分放在培养学生兴趣的位置,既不是走走形式,也不是培养他们成为程序员,我们教孩子学习编程的目的不是鼓励孩子学习计算机专业,而是借助这样一种工具锻炼孩子的逻辑思维,增强信息技术意识,培养他们处理数据的能力。那么选择什么样的语言比较合适成为话题,很多省市选择了Python语言,该文结合Pythton的功能分析它的优势有哪些,中小学教师如何发挥它的优势展开教学,如何克服初学者学习编程的障碍,突破语言难点,增加学生兴趣,达到课程标准。",,,,0,"PYTHON,课程标准,信息素养",Python在中小学教学中的应用.pdf
一种基于Python和BP神经网络的股票预测方法,曾武序，钱文彬，王映龙...,"股票预测可以辅助投资者进行正确的金融投资,本文使用Python语言开发网页爬虫爬取真实的股票数据,首先通过requests库获取网页数据,使用Beautiful Soup库解析静态html页面,并通过查找标签获取股票数据,然后对数据进行解析,用xlwt库将数据存入excel文件,并对数据归一化处理,最后,在三层BP神经网络中根据批量梯度下降法调整隐含层结点个数,以获取相对更优的连接权值和阈值,从而对股票的涨跌做出预测,为投资者的投资行为提供参考。",,,,0,,一种基于Python和BP神经网络的股票预测方法.pdf
基于Python的软件测试自动化平台研究,张璐，黄金武,"随着科技的高速发展,各类软件如雨后春笋涌现。软件测试是极为重要的一项工作,可以有效地发现软件中存在的问题并提出解决方案,本文设计基于Python的软件测试自动化平台,对于数据共享与通信协议等问题进行了解决,通过数据处理、工作流设计、C#模块设计、Python入口文件设计等几个环节对于该平台进行了设计,为其进一步发展打下坚实的基础。",,2015.0,,0,,基于Python的软件测试自动化平台研究.pdf
操作系统安全(一),卿斯汉,"1 UNIX操作系统安全性概述 Unix是一种多用户、多任务的操作系统.这类操作系统的一种基本功能就是防止使用同一台计算机的不同用户之间互相干扰.所以,Unix的设计宗旨是要考虑安全的.当然,Unix中仍然存在很多安全问题,其新功能的不断纳入及安全机制的错误配置或不经心使用,都可能带来很多问题.",,,,199,,操作系统安全(一).pdf
嵌入式操作系统综述,涂刚，阳富民，胡贯荣,简单介绍了嵌入式操作系统的特征，详细分析了目前常见的嵌入式操作系统及其实现技术。,,2000.0,,310,"嵌入式系统,嵌入式操作系统",嵌入式操作系统综述.pdf
嵌入式Linux操作系统的研究,刘文峰，李程远，李善平,"在Linux内核以及Linux应用环境的研究基础上,采用操作系统模块分解改进的方法,实现在不同系统芯片(system on chip,SoC)硬件平台上可运行的嵌入式Linux操作系统.分解改进的模块包括:启动代码的平台相关性移植;内存管理模块无内存管理单元(memory management unit,MMU)支持的设计;进程调度模块的实时性改进;文件系统小型化设计.这些模块可以根据需求进行组合来满足不同的开发板和应用.此外,对嵌入式Linux开发方式做了总结.完成了在两个不同体系结构硬件平台上嵌入式Linux的原型系统.测试数据表明,改进后的Lin-ux可以满足嵌入式运行环境的需求,并且可以稳定地提供一定功能的应用服务.",,2004.0,,221,"嵌入式系统,操作系统,Linux",嵌入式Linux操作系统的研究.pdf
4种实时操作系统实时性的分析对比,王伟，蒋斌,"本文分析了适用于测控领域的4种实时操作系统,并对比了它们实时性能的重要指标,归纳了实时性设计和实现中的若干问题。",,2003.0,,95,"实时操作系统,VxWorks,mC/OS-II,RT-Linux,QNX",4种实时操作系统实时性的分析对比.pdf
嵌入式操作系统技术发展趋势,林建民,"从嵌入式操作系统发展的历史、嵌入式操作系统市场和技术发展的变化着手,通过分析当前典型嵌入式操作系统的特点,探讨嵌入式操作系统在可定制、面向对象、分布式等方面的未来发展趋势.",,2001.0,,319,"嵌入式操作系统,实时操作系统,""nux,WindowsCE,VxWorks",嵌入式操作系统技术发展趋势.pdf
嵌入式操作系统介绍及选型原则,宋延昭,"介绍了选择嵌入式操作系统应遵循的六条原则,并比较了目前几种嵌入式操作系统VxWorks、WindowsCE、嵌入式Linux、μC/OS-Ⅱ等各自的优缺点.",,2005.0,,428,"嵌入式操作系统,选型原则,VxWorks,WindowsCE,嵌入式Linux,μC/OS-Ⅱ",嵌入式操作系统介绍及选型原则.pdf
嵌入式操作系统设计中的若干问题,李江，常葆林,"该文从任务调度、存储管理、中断和操作系统与用户的接口等4个部分出发,讨论了嵌入式操作系统与一般的操作系统的相同与不同之处,这4个部分是组成一个操作系统最重要的组成部分.从而得出要设计、选择一个好的嵌入式操作系统,必须从被嵌入系统的需求出发,根据实际的应用来设计、选择嵌入式操作系统.",,2000.0,,137,"嵌入式操作系统,任务调度,存储管理",嵌入式操作系统设计中的若干问题.pdf
高安全等级安全操作系统的隐蔽通道分析,卿斯汉,"摘 要： 总结隐蔽通道分析的30年研究进展,根据理论研究与工程实践,说明隐蔽通道及其分析的本质与内涵,指出隐蔽通道分析方法在实际系统中的重要应用,并展望这一领域的若干热点研究方向.",,2004.0,,79,"安全操作系统,隐蔽通道分析,信息流,存储通道,定时通道",高安全等级安全操作系统的隐蔽通道分析.pdf
智能手机操作系统概述,李惠，丁革建,摘 要： 本文对当前市场上流行的智能手机的操作系统作了简要介绍，同时概括了一下当前手机操作系的情况，最后预测了未来智能手机的主流操作系统。,,2009.0,,177,"智能手机,操作系统,Symbian,ANDROID,MAC,OS",智能手机操作系统概述.pdf
安全操作系统审计的设计与实现,刘海峰，卿斯汉，刘文清,"审计子系统作为安全操作系统的 一个重要组成部分 ,对于监督系统的正常运行、保障安全策略的正确实施、构造计算机入侵检测系统等都具有十分重要的意义 .给出了一个基于 L inux资源 ,拥有自主版权 ,符合GB1785 9- 1999第三级“安全标记保护级”的审计子系统的设计和实现 .在此审计系统中 ,通过在核内及应用程序中设置审计点 ,以全面地收集数据 ;通过在主体和客体两方面设置审计标准 ,使审计标准的配置更加灵活、全面 ;通过优化缓冲区的管理 ,提高了整个子系统的效率 .",,2001.0,,64,"安全操作系统,审计,审计记录,Linux资源",安全操作系统审计的设计与实现.pdf
三种嵌入式操作系统的分析与比较,熊江,介绍三种常用的嵌入式操作系统——Palm OS、Windows CE、Linux；在此基础上，分析、比较这三种嵌入式操作系统，给出它们之间的异同点及各自的适用范围。,,2003.0,,183,"嵌入式操作系统,开放源代码,文件管理,文件系统,嵌入式计算机",三种嵌入式操作系统的分析与比较.pdf
嵌入式实时操作系统的现状和未来,何小庆,从RTOS（嵌入式实时操作系统）发展的历史、RTOS市场和技术发展的变化、RTOS的未来及RTOS在中国几个方面，给出RTOS的现状、未来发展方向及RTOS的应用领域：系统级、板级、SOC级。,,2001.0,,178,"嵌入式实时操作系统,计算机,嵌入式微处理器,微内核",嵌入式实时操作系统的现状和未来.pdf
实时操作系统用于嵌入式应用系统的设计,蒋书波，张焕春，经亚枝...,"概述了嵌入式系统的开发工具--实时操作系统的特点和核心内容;分析了在利用实时操作系统进行嵌入式系统设计时,经常要面对的几个方面的问题.",,2001.0,,77,"实时操作系统,嵌入式系统设计",实时操作系统用于嵌入式应用系统的设计.pdf
嵌入式系统中的实时操作系统,叶以民，赵会斌，耿增强...,"简要介绍了实时操作系统的实现方法 ,例举了基于Linux核心的实时操作系统。",,2000.0,,137,"嵌入式系统,实时操作系统",嵌入式系统中的实时操作系统.pdf
Linux操作系统在ARM9处理器上的移植,王晓宁，王振臣，张少兵...,"嵌入式系统在工业生产和日常生活中的应用已经越来越广泛,基于ARM的Linux嵌入式系统更是因其各个方面的优良特性成为当前嵌入式研究的热点.结合实例阐述了Linux内核移植到ARM9芯片S3C2410的具体实现过程,重点论述了移植过程中的具体方法及需要修改的文件,其中Linux操作系统选用RedHat9.0版本,交叉编译工具为arm-linux-gcc3.4.1,移植主要内容为:交叉环境的建立,引导程序 (BootLoader)移植,内核的移植,最后,将编译好的内核代码通过已经移植好的BootLoader下载到开发板上,Linux系统就成功的移植到了ARM处理器中.",,2010.0,,150,"嵌入式,移植,内核,Linux",Linux操作系统在ARM9处理器上的移植.pdf
常用嵌入式实时操作系统比较分析,郁发新,以与实时系统开发过程密切相关的实时性、故障容错和标准兼容性等关键特征为基础，提出一套对嵌入式实时操作系统性能衡量的标准，涵盖体系结构、硬件支持、调度管理、内存管理、进程间通讯、定时性能、网络支持、文件系统、驱动编程以及开发调试等关键特证。并利用该标准对常用嵌入式实时操作系统进行了详细地分析与对比，为系统研发过程中嵌入式实时操作系统的选择提供指南。,,2006.0,,97,"嵌入式操作系统,实时性",常用嵌入式实时操作系统比较分析.pdf
基于Linux的实时操作系统的分析与研究,邢国良，韦宏利，伍卫国...,"本文讨论了实时操作系统的现状及标准 L inux作为实时应用的一些不足 ,并从实现机制上分析了造成这些不足的原因 .在此基础上 ,深入分析了现有的实时 L inux操作系统的特性和设计实现原理 ,并对进一步的工作提出了展望",,2001.0,,84,"实时操作系统,Linudx,RTLINUX,任务调度,中断模拟,进程通信,PC机",基于Linux的实时操作系统的分析与研究.pdf
嵌入式实时操作系统移植技术的分析与应用,黄涛，徐宏喆，陈宁...,"介绍了一种嵌入式实时操作系统--μCOS-II的内核结构,着重分析了它的移植技术,详细描述了该系统移植到Motorola基于Power PC构架的32位单片机MPC555上的实现过程,从而总结了μCOS-II移植到不同目标板的一般性方法.",,2003.0,,94,"实时操作系统,μCOS-II,移植,MPC555",嵌入式实时操作系统移植技术的分析与应用.pdf
Linux与嵌入式操作系统,周德新，张向利,"本文描述了嵌入式系统 ,嵌入式操作系统 ,L inux操作系统的特点及应用 ,并对 L inux操作系统用于嵌入式系统的可行性进行了分析论述。",,2000.0,,126,"嵌入式系统,嵌入式操作系统,Linux操作系统",Linux与嵌入式操作系统.pdf
嵌入式操作系统FreeRTOS的原理与实现,刘滨，王琦，刘丽丽,FreeRTOS是一个源码公开的免费的嵌入式实时操作系统，通过研究其内核可以更好地理解嵌入式操作系统的实现原理。本文主要阐述FreeRTOS系统中的任务调度机制、时间管理机制、任务管理机制以及内存分配策略的实现原理，并指出FreeRTOS在应用中的优缺点。,,2005.0,,85,"RTOS,FreeRTOS,任务调度,内存管理",嵌入式操作系统FreeRTOS的原理与实现.pdf
Linux在嵌入式操作系统中的应用,陈闳中,"分析了Linux作为嵌入式系统开发平台的优越性,讨论了改进Linux实时化的方案以及实时任务与内核通信的问题,并提出了压缩系统规模的具体措施.",,,,98,"嵌入式系统,实时操作系统,Linux",Linux在嵌入式操作系统中的应用.pdf
无针密闭输液操作系统在肿瘤内科的应用,王丽芬，周艳,"为了预防静脉炎,减轻患者的痛苦,1994年我们采用周围静脉留置针进行静脉输液.在输液完毕封管时,最常用的方法是肝素盐水封管,但长期化疗的病人每日肝素盐水封管,既给护士增加了工作量,同时又存在许多弊病.为了满足临床护理的需要和适应静脉输液技术的发展,我科于2000年9月开始使用可来福接头,采用无针密闭输液方式对病人进行输液治疗,取得了良好的临床效果.",,2002.0,,56,"无针输液,可来福接头,应用",无针密闭输液操作系统在肿瘤内科的应用.pdf
一个基于Linux的嵌入式实时操作系统,刘云新，张尧学,在分析Linux和嵌入式实时操作系统的基础上，介绍了一个基于Linux的嵌入式实时操作系统：SOPCA。,,2001.0,,102,操作系统Linux实时嵌入式SOPCA,一个基于Linux的嵌入式实时操作系统.pdf
基于ARM平台及嵌入式实时操作系统的通信管理机,路小俊，吴在军，郑建勇...,"变电站内的通信网络和通信协议的多样性带来了如何实现互操作的现实问题,而基于IEC 61850标准的变电站自动化系统不可能短期内实现,一个可行的解决方案就是在变电站通信网络中采用通信管理机。通过通信管理机,可以实现低速的串行总线、现场总线网络和高速以太网之间的互联,构建出高速、可靠、开放的变电站通信网络。基于ARM平台采用嵌入式以太网技术和嵌入式实时操作系统,设计了一种具有多种通信接口,能实现异种网络互联的通信管理机,简述了通信管理机在变电站自动化系统应用优势,详细介绍了该系统软、硬件的设计实现。",,2005.0,,33,"变电站自动化系统,通信管理机,ARM平台,嵌入式实时操作系统,嵌入式以太网",基于ARM平台及嵌入式实时操作系统的通信管理机.pdf
